Index,UNIQUE_SUBJECT_UID,Task,Train,Test,Congruency,Ratio,Validation Accuracy
74,count-size_equate_2_375,count-size,Total Surface Area,Average Diameter,0,56,0.95
75,count-size_equate_2_376,count-size,Total Surface Area,Average Diameter,0,56,0.95
76,count-size_equate_2_377,count-size,Total Surface Area,Average Diameter,0,56,0.95
77,count-size_equate_2_378,count-size,Total Surface Area,Average Diameter,0,56,0.95
78,count-size_equate_2_379,count-size,Total Surface Area,Average Diameter,0,56,1.0
79,count-size_equate_2_380,count-size,Total Surface Area,Average Diameter,0,56,0.9
80,count-size_equate_2_361,count-size,Total Surface Area,Average Diameter,1,63,1.0
81,count-size_equate_2_362,count-size,Total Surface Area,Average Diameter,1,63,0.95
82,count-size_equate_2_363,count-size,Total Surface Area,Average Diameter,1,63,0.0
83,count-size_equate_2_364,count-size,Total Surface Area,Average Diameter,1,63,1.0
84,count-size_equate_2_365,count-size,Total Surface Area,Average Diameter,1,63,0.95
85,count-size_equate_2_366,count-size,Total Surface Area,Average Diameter,1,63,1.0
86,count-size_equate_2_367,count-size,Total Surface Area,Average Diameter,1,63,1.0
87,count-size_equate_2_368,count-size,Total Surface Area,Average Diameter,1,63,1.0
88,count-size_equate_2_369,count-size,Total Surface Area,Average Diameter,1,63,1.0
89,count-size_equate_2_370,count-size,Total Surface Area,Average Diameter,1,63,1.0
90,count-size_equate_2_371,count-size,Total Surface Area,Average Diameter,1,63,1.0
91,count-size_equate_2_372,count-size,Total Surface Area,Average Diameter,1,63,1.0
92,count-size_equate_2_373,count-size,Total Surface Area,Average Diameter,1,63,1.0
93,count-size_equate_2_374,count-size,Total Surface Area,Average Diameter,1,63,0.95
94,count-size_equate_2_375,count-size,Total Surface Area,Average Diameter,1,63,1.0
95,count-size_equate_2_376,count-size,Total Surface Area,Average Diameter,1,63,1.0
96,count-size_equate_2_377,count-size,Total Surface Area,Average Diameter,1,63,1.0
97,count-size_equate_2_378,count-size,Total Surface Area,Average Diameter,1,63,1.0
98,count-size_equate_2_379,count-size,Total Surface Area,Average Diameter,1,63,1.0
99,count-size_equate_2_380,count-size,Total Surface Area,Average Diameter,1,63,1.0
100,count-size_equate_2_361,count-size,Total Surface Area,Average Diameter,0,63,0.75
101,count-size_equate_2_362,count-size,Total Surface Area,Average Diameter,0,63,0.9
102,count-size_equate_2_363,count-size,Total Surface Area,Average Diameter,0,63,0.85
103,count-size_equate_2_364,count-size,Total Surface Area,Average Diameter,0,63,0.9
104,count-size_equate_2_365,count-size,Total Surface Area,Average Diameter,0,63,0.9
105,count-size_equate_2_366,count-size,Total Surface Area,Average Diameter,0,63,0.95
106,count-size_equate_2_367,count-size,Total Surface Area,Average Diameter,0,63,0.9
107,count-size_equate_2_368,count-size,Total Surface Area,Average Diameter,0,63,0.95
108,count-size_equate_2_369,count-size,Total Surface Area,Average Diameter,0,63,0.85
109,count-size_equate_2_370,count-size,Total Surface Area,Average Diameter,0,63,0.95
110,count-size_equate_2_371,count-size,Total Surface Area,Average Diameter,0,63,0.85
111,count-size_equate_2_372,count-size,Total Surface Area,Average Diameter,0,63,0.95
112,count-size_equate_2_373,count-size,Total Surface Area,Average Diameter,0,63,0.9
113,count-size_equate_2_374,count-size,Total Surface Area,Average Diameter,0,63,0.9
114,count-size_equate_2_375,count-size,Total Surface Area,Average Diameter,0,63,0.85
115,count-size_equate_2_376,count-size,Total Surface Area,Average Diameter,0,63,0.95
116,count-size_equate_2_377,count-size,Total Surface Area,Average Diameter,0,63,0.95
117,count-size_equate_2_378,count-size,Total Surface Area,Average Diameter,0,63,0.95
118,count-size_equate_2_379,count-size,Total Surface Area,Average Diameter,0,63,0.9
119,count-size_equate_2_380,count-size,Total Surface Area,Average Diameter,0,63,0.95
120,count-size_equate_2_361,count-size,Total Surface Area,Average Diameter,1,71,1.0
121,count-size_equate_2_362,count-size,Total Surface Area,Average Diameter,1,71,1.0
122,count-size_equate_2_363,count-size,Total Surface Area,Average Diameter,1,71,0.0
123,count-size_equate_2_364,count-size,Total Surface Area,Average Diameter,1,71,1.0
124,count-size_equate_2_365,count-size,Total Surface Area,Average Diameter,1,71,0.95
125,count-size_equate_2_366,count-size,Total Surface Area,Average Diameter,1,71,1.0
126,count-size_equate_2_367,count-size,Total Surface Area,Average Diameter,1,71,1.0
127,count-size_equate_2_368,count-size,Total Surface Area,Average Diameter,1,71,1.0
128,count-size_equate_2_369,count-size,Total Surface Area,Average Diameter,1,71,1.0
129,count-size_equate_2_370,count-size,Total Surface Area,Average Diameter,1,71,1.0
130,count-size_equate_2_371,count-size,Total Surface Area,Average Diameter,1,71,1.0
131,count-size_equate_2_372,count-size,Total Surface Area,Average Diameter,1,71,1.0
132,count-size_equate_2_373,count-size,Total Surface Area,Average Diameter,1,71,1.0
133,count-size_equate_2_374,count-size,Total Surface Area,Average Diameter,1,71,1.0
134,count-size_equate_2_375,count-size,Total Surface Area,Average Diameter,1,71,1.0
135,count-size_equate_2_376,count-size,Total Surface Area,Average Diameter,1,71,1.0
136,count-size_equate_2_377,count-size,Total Surface Area,Average Diameter,1,71,1.0
137,count-size_equate_2_378,count-size,Total Surface Area,Average Diameter,1,71,1.0
138,count-size_equate_2_379,count-size,Total Surface Area,Average Diameter,1,71,1.0
139,count-size_equate_2_380,count-size,Total Surface Area,Average Diameter,1,71,1.0
140,count-size_equate_2_361,count-size,Total Surface Area,Average Diameter,0,71,0.45
141,count-size_equate_2_362,count-size,Total Surface Area,Average Diameter,0,71,0.9
142,count-size_equate_2_363,count-size,Total Surface Area,Average Diameter,0,71,1.0
143,count-size_equate_2_364,count-size,Total Surface Area,Average Diameter,0,71,0.8
144,count-size_equate_2_365,count-size,Total Surface Area,Average Diameter,0,71,0.85
145,count-size_equate_2_366,count-size,Total Surface Area,Average Diameter,0,71,0.85
146,count-size_equate_2_367,count-size,Total Surface Area,Average Diameter,0,71,0.8
147,count-size_equate_2_368,count-size,Total Surface Area,Average Diameter,0,71,0.95
148,count-size_equate_2_369,count-size,Total Surface Area,Average Diameter,0,71,0.75
149,count-size_equate_2_370,count-size,Total Surface Area,Average Diameter,0,71,1.0
150,count-size_equate_2_371,count-size,Total Surface Area,Average Diameter,0,71,0.65
151,count-size_equate_2_372,count-size,Total Surface Area,Average Diameter,0,71,0.7
152,count-size_equate_2_373,count-size,Total Surface Area,Average Diameter,0,71,0.75
153,count-size_equate_2_374,count-size,Total Surface Area,Average Diameter,0,71,1.0
154,count-size_equate_2_375,count-size,Total Surface Area,Average Diameter,0,71,0.75
155,count-size_equate_2_376,count-size,Total Surface Area,Average Diameter,0,71,0.9
156,count-size_equate_2_377,count-size,Total Surface Area,Average Diameter,0,71,0.85
157,count-size_equate_2_378,count-size,Total Surface Area,Average Diameter,0,71,0.9
158,count-size_equate_2_379,count-size,Total Surface Area,Average Diameter,0,71,0.9
159,count-size_equate_2_380,count-size,Total Surface Area,Average Diameter,0,71,0.85
160,count-size_equate_2_361,count-size,Total Surface Area,Average Diameter,1,75,1.0
161,count-size_equate_2_362,count-size,Total Surface Area,Average Diameter,1,75,1.0
162,count-size_equate_2_363,count-size,Total Surface Area,Average Diameter,1,75,0.0
163,count-size_equate_2_364,count-size,Total Surface Area,Average Diameter,1,75,1.0
164,count-size_equate_2_365,count-size,Total Surface Area,Average Diameter,1,75,0.8
165,count-size_equate_2_366,count-size,Total Surface Area,Average Diameter,1,75,1.0
166,count-size_equate_2_367,count-size,Total Surface Area,Average Diameter,1,75,1.0
167,count-size_equate_2_368,count-size,Total Surface Area,Average Diameter,1,75,1.0
168,count-size_equate_2_369,count-size,Total Surface Area,Average Diameter,1,75,1.0
169,count-size_equate_2_370,count-size,Total Surface Area,Average Diameter,1,75,1.0
170,count-size_equate_2_371,count-size,Total Surface Area,Average Diameter,1,75,1.0
171,count-size_equate_2_372,count-size,Total Surface Area,Average Diameter,1,75,1.0
172,count-size_equate_2_373,count-size,Total Surface Area,Average Diameter,1,75,1.0
173,count-size_equate_2_374,count-size,Total Surface Area,Average Diameter,1,75,0.95
174,count-size_equate_2_375,count-size,Total Surface Area,Average Diameter,1,75,1.0
175,count-size_equate_2_376,count-size,Total Surface Area,Average Diameter,1,75,1.0
176,count-size_equate_2_377,count-size,Total Surface Area,Average Diameter,1,75,1.0
177,count-size_equate_2_378,count-size,Total Surface Area,Average Diameter,1,75,1.0
178,count-size_equate_2_379,count-size,Total Surface Area,Average Diameter,1,75,1.0
179,count-size_equate_2_380,count-size,Total Surface Area,Average Diameter,1,75,1.0
180,count-size_equate_2_361,count-size,Total Surface Area,Average Diameter,0,75,0.45
181,count-size_equate_2_362,count-size,Total Surface Area,Average Diameter,0,75,0.8
182,count-size_equate_2_363,count-size,Total Surface Area,Average Diameter,0,75,1.0
183,count-size_equate_2_364,count-size,Total Surface Area,Average Diameter,0,75,0.75
184,count-size_equate_2_365,count-size,Total Surface Area,Average Diameter,0,75,0.9
185,count-size_equate_2_366,count-size,Total Surface Area,Average Diameter,0,75,0.9
186,count-size_equate_2_367,count-size,Total Surface Area,Average Diameter,0,75,0.85
187,count-size_equate_2_368,count-size,Total Surface Area,Average Diameter,0,75,0.85
188,count-size_equate_2_369,count-size,Total Surface Area,Average Diameter,0,75,0.75
189,count-size_equate_2_370,count-size,Total Surface Area,Average Diameter,0,75,0.95
190,count-size_equate_2_371,count-size,Total Surface Area,Average Diameter,0,75,0.75
191,count-size_equate_2_372,count-size,Total Surface Area,Average Diameter,0,75,0.8
192,count-size_equate_2_373,count-size,Total Surface Area,Average Diameter,0,75,0.8
193,count-size_equate_2_374,count-size,Total Surface Area,Average Diameter,0,75,0.95
194,count-size_equate_2_375,count-size,Total Surface Area,Average Diameter,0,75,0.9
195,count-size_equate_2_376,count-size,Total Surface Area,Average Diameter,0,75,0.95
196,count-size_equate_2_377,count-size,Total Surface Area,Average Diameter,0,75,0.85
197,count-size_equate_2_378,count-size,Total Surface Area,Average Diameter,0,75,0.9
198,count-size_equate_2_379,count-size,Total Surface Area,Average Diameter,0,75,0.85
199,count-size_equate_2_380,count-size,Total Surface Area,Average Diameter,0,75,0.7
200,count-size_equate_2_361,count-size,Total Surface Area,Average Diameter,1,86,1.0
201,count-size_equate_2_362,count-size,Total Surface Area,Average Diameter,1,86,0.8
202,count-size_equate_2_363,count-size,Total Surface Area,Average Diameter,1,86,0.0
203,count-size_equate_2_364,count-size,Total Surface Area,Average Diameter,1,86,1.0
204,count-size_equate_2_365,count-size,Total Surface Area,Average Diameter,1,86,0.75
205,count-size_equate_2_366,count-size,Total Surface Area,Average Diameter,1,86,1.0
206,count-size_equate_2_367,count-size,Total Surface Area,Average Diameter,1,86,1.0
207,count-size_equate_2_368,count-size,Total Surface Area,Average Diameter,1,86,1.0
208,count-size_equate_2_369,count-size,Total Surface Area,Average Diameter,1,86,1.0
209,count-size_equate_2_370,count-size,Total Surface Area,Average Diameter,1,86,1.0
210,count-size_equate_2_371,count-size,Total Surface Area,Average Diameter,1,86,0.95
211,count-size_equate_2_372,count-size,Total Surface Area,Average Diameter,1,86,1.0
212,count-size_equate_2_373,count-size,Total Surface Area,Average Diameter,1,86,1.0
213,count-size_equate_2_374,count-size,Total Surface Area,Average Diameter,1,86,0.7
214,count-size_equate_2_375,count-size,Total Surface Area,Average Diameter,1,86,1.0
215,count-size_equate_2_376,count-size,Total Surface Area,Average Diameter,1,86,1.0
216,count-size_equate_2_377,count-size,Total Surface Area,Average Diameter,1,86,0.85
217,count-size_equate_2_378,count-size,Total Surface Area,Average Diameter,1,86,0.95
218,count-size_equate_2_379,count-size,Total Surface Area,Average Diameter,1,86,1.0
219,count-size_equate_2_380,count-size,Total Surface Area,Average Diameter,1,86,1.0
220,count-size_equate_2_361,count-size,Total Surface Area,Average Diameter,0,86,0.35
221,count-size_equate_2_362,count-size,Total Surface Area,Average Diameter,0,86,0.85
222,count-size_equate_2_363,count-size,Total Surface Area,Average Diameter,0,86,1.0
223,count-size_equate_2_364,count-size,Total Surface Area,Average Diameter,0,86,0.6
224,count-size_equate_2_365,count-size,Total Surface Area,Average Diameter,0,86,0.85
225,count-size_equate_2_366,count-size,Total Surface Area,Average Diameter,0,86,0.85
226,count-size_equate_2_367,count-size,Total Surface Area,Average Diameter,0,86,0.65
227,count-size_equate_2_368,count-size,Total Surface Area,Average Diameter,0,86,0.8
228,count-size_equate_2_369,count-size,Total Surface Area,Average Diameter,0,86,0.55
229,count-size_equate_2_370,count-size,Total Surface Area,Average Diameter,0,86,0.95
230,count-size_equate_2_371,count-size,Total Surface Area,Average Diameter,0,86,0.55
231,count-size_equate_2_372,count-size,Total Surface Area,Average Diameter,0,86,0.7
232,count-size_equate_2_373,count-size,Total Surface Area,Average Diameter,0,86,0.8
233,count-size_equate_2_374,count-size,Total Surface Area,Average Diameter,0,86,0.9
234,count-size_equate_2_375,count-size,Total Surface Area,Average Diameter,0,86,0.75
235,count-size_equate_2_376,count-size,Total Surface Area,Average Diameter,0,86,0.85
236,count-size_equate_2_377,count-size,Total Surface Area,Average Diameter,0,86,0.75
237,count-size_equate_2_378,count-size,Total Surface Area,Average Diameter,0,86,0.75
238,count-size_equate_2_379,count-size,Total Surface Area,Average Diameter,0,86,0.7
239,count-size_equate_2_380,count-size,Total Surface Area,Average Diameter,0,86,0.65
0,colors_equate_2_101,colors,Total Surface Area,Total Surface Area,1,50,1.0
1,colors_equate_2_102,colors,Total Surface Area,Total Surface Area,1,50,1.0
2,colors_equate_2_103,colors,Total Surface Area,Total Surface Area,1,50,1.0
3,colors_equate_2_104,colors,Total Surface Area,Total Surface Area,1,50,1.0
4,colors_equate_2_105,colors,Total Surface Area,Total Surface Area,1,50,1.0
5,colors_equate_2_106,colors,Total Surface Area,Total Surface Area,1,50,1.0
6,colors_equate_2_107,colors,Total Surface Area,Total Surface Area,1,50,0.45
7,colors_equate_2_108,colors,Total Surface Area,Total Surface Area,1,50,1.0
8,colors_equate_2_109,colors,Total Surface Area,Total Surface Area,1,50,1.0
9,colors_equate_2_110,colors,Total Surface Area,Total Surface Area,1,50,1.0
10,colors_equate_2_111,colors,Total Surface Area,Total Surface Area,1,50,1.0
11,colors_equate_2_112,colors,Total Surface Area,Total Surface Area,1,50,0.55
12,colors_equate_2_113,colors,Total Surface Area,Total Surface Area,1,50,1.0
13,colors_equate_2_114,colors,Total Surface Area,Total Surface Area,1,50,1.0
14,colors_equate_2_115,colors,Total Surface Area,Total Surface Area,1,50,1.0
15,colors_equate_2_116,colors,Total Surface Area,Total Surface Area,1,50,1.0
16,colors_equate_2_117,colors,Total Surface Area,Total Surface Area,1,50,1.0
17,colors_equate_2_118,colors,Total Surface Area,Total Surface Area,1,50,1.0
18,colors_equate_2_119,colors,Total Surface Area,Total Surface Area,1,50,1.0
19,colors_equate_2_120,colors,Total Surface Area,Total Surface Area,1,50,1.0
20,colors_equate_2_101,colors,Total Surface Area,Total Surface Area,0,50,1.0
21,colors_equate_2_102,colors,Total Surface Area,Total Surface Area,0,50,1.0
22,colors_equate_2_103,colors,Total Surface Area,Total Surface Area,0,50,1.0
23,colors_equate_2_104,colors,Total Surface Area,Total Surface Area,0,50,1.0
24,colors_equate_2_105,colors,Total Surface Area,Total Surface Area,0,50,1.0
25,colors_equate_2_106,colors,Total Surface Area,Total Surface Area,0,50,1.0
26,colors_equate_2_107,colors,Total Surface Area,Total Surface Area,0,50,0.4
27,colors_equate_2_108,colors,Total Surface Area,Total Surface Area,0,50,1.0
28,colors_equate_2_109,colors,Total Surface Area,Total Surface Area,0,50,1.0
29,colors_equate_2_110,colors,Total Surface Area,Total Surface Area,0,50,1.0
30,colors_equate_2_111,colors,Total Surface Area,Total Surface Area,0,50,1.0
31,colors_equate_2_112,colors,Total Surface Area,Total Surface Area,0,50,0.6
32,colors_equate_2_113,colors,Total Surface Area,Total Surface Area,0,50,1.0
33,colors_equate_2_114,colors,Total Surface Area,Total Surface Area,0,50,1.0
34,colors_equate_2_115,colors,Total Surface Area,Total Surface Area,0,50,1.0
35,colors_equate_2_116,colors,Total Surface Area,Total Surface Area,0,50,1.0
36,colors_equate_2_117,colors,Total Surface Area,Total Surface Area,0,50,1.0
37,colors_equate_2_118,colors,Total Surface Area,Total Surface Area,0,50,1.0
38,colors_equate_2_119,colors,Total Surface Area,Total Surface Area,0,50,1.0
39,colors_equate_2_120,colors,Total Surface Area,Total Surface Area,0,50,1.0
40,colors_equate_2_101,colors,Total Surface Area,Total Surface Area,1,56,1.0
