,UNIQUE_SUBJECT_UID,Task,Generations,Train,Test,Congruity,Ratio,Training Accuracy,Validation Accuracy,Training Loss,Validation Loss,Layers,Neurons,Activation,Optimizer
58,colors_equate_3_139,colors,7,CH-controlled,TS-controlled,Congruent,56,1.0,1.0,0.3787,0.3787,5,"[32, 64, 32, 16, 32]",linear,adagrad
59,colors_equate_3_140,colors,7,CH-controlled,TS-controlled,Congruent,56,0.45,0.45,2.1817,2.1817,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
60,colors_equate_3_121,colors,7,CH-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.0102,0.0102,2,"[128, 128]",linear,adam
61,colors_equate_3_122,colors,7,CH-controlled,TS-controlled,Incongruent,56,0.9,0.9,0.5865,0.5865,3,"[16, 16, 32]",relu,adagrad
62,colors_equate_3_123,colors,7,CH-controlled,TS-controlled,Incongruent,56,0.9,0.9,0.6516,0.6516,5,"[32, 16, 64, 128, 128]",relu,adagrad
63,colors_equate_3_124,colors,7,CH-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.5557,0.5557,4,"[16, 128, 64, 128]",linear,nadam
64,colors_equate_3_125,colors,7,CH-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.0232,0.0232,5,"[128, 16, 16, 128, 128]",linear,adam
65,colors_equate_3_126,colors,7,CH-controlled,TS-controlled,Incongruent,56,0.6,0.6,0.6727,0.6727,3,"[16, 32, 32]",relu,adagrad
66,colors_equate_3_127,colors,7,CH-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.003,0.003,5,"[32, 32, 64, 128, 128]",elu,adam
67,colors_equate_3_128,colors,7,CH-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
68,colors_equate_3_129,colors,7,CH-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.5304,0.5304,3,"[16, 16, 64]",relu,adagrad
69,colors_equate_3_130,colors,7,CH-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.0391,0.0391,5,"[32, 32, 16, 128, 128]",linear,adam
70,colors_equate_3_131,colors,7,CH-controlled,TS-controlled,Incongruent,56,0.95,0.95,0.5708,0.5708,5,"[16, 16, 64, 16, 16]",linear,adam
71,colors_equate_3_132,colors,7,CH-controlled,TS-controlled,Incongruent,56,0.5,0.5,0.6912,0.6912,5,"[32, 32, 64, 128, 128]",linear,adadelta
72,colors_equate_3_133,colors,7,CH-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.5388,0.5388,2,"[128, 16]",linear,adagrad
73,colors_equate_3_134,colors,7,CH-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.0119,0.0119,5,"[64, 16, 64, 128, 128]",linear,adagrad
74,colors_equate_3_135,colors,7,CH-controlled,TS-controlled,Incongruent,56,0.5,0.5,27.3382,27.3382,2,"[32, 128]",softplus,adam
75,colors_equate_3_136,colors,7,CH-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.0075,0.0075,5,"[64, 16, 64, 16, 128]",linear,adam
76,colors_equate_3_137,colors,7,CH-controlled,TS-controlled,Incongruent,56,0.5,0.5,1.971,1.971,2,"[64, 128]",hard_sigmoid,nadam
77,colors_equate_3_138,colors,7,CH-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.3025,0.3025,4,"[128, 128, 64, 128]",relu,nadam
78,colors_equate_3_139,colors,7,CH-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.3544,0.3544,5,"[32, 64, 32, 16, 32]",linear,adagrad
79,colors_equate_3_140,colors,7,CH-controlled,TS-controlled,Incongruent,56,0.5,0.5,1.988,1.988,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
80,colors_equate_3_121,colors,7,CH-controlled,TS-controlled,Congruent,63,1.0,1.0,0.0074,0.0074,2,"[128, 128]",linear,adam
81,colors_equate_3_122,colors,7,CH-controlled,TS-controlled,Congruent,63,0.85,0.85,0.5962,0.5962,3,"[16, 16, 32]",relu,adagrad
82,colors_equate_3_123,colors,7,CH-controlled,TS-controlled,Congruent,63,0.65,0.65,0.655,0.655,5,"[32, 16, 64, 128, 128]",relu,adagrad
83,colors_equate_3_124,colors,7,CH-controlled,TS-controlled,Congruent,63,1.0,1.0,0.5453,0.5453,4,"[16, 128, 64, 128]",linear,nadam
84,colors_equate_3_125,colors,7,CH-controlled,TS-controlled,Congruent,63,1.0,1.0,0.0165,0.0165,5,"[128, 16, 16, 128, 128]",linear,adam
85,colors_equate_3_126,colors,7,CH-controlled,TS-controlled,Congruent,63,0.95,0.95,0.6514,0.6514,3,"[16, 32, 32]",relu,adagrad
86,colors_equate_3_127,colors,7,CH-controlled,TS-controlled,Congruent,63,1.0,1.0,0.0019,0.0019,5,"[32, 32, 64, 128, 128]",elu,adam
87,colors_equate_3_128,colors,7,CH-controlled,TS-controlled,Congruent,63,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
88,colors_equate_3_129,colors,7,CH-controlled,TS-controlled,Congruent,63,0.9,0.9,0.5463,0.5463,3,"[16, 16, 64]",relu,adagrad
89,colors_equate_3_130,colors,7,CH-controlled,TS-controlled,Congruent,63,1.0,1.0,0.0357,0.0357,5,"[32, 32, 16, 128, 128]",linear,adam
90,colors_equate_3_131,colors,7,CH-controlled,TS-controlled,Congruent,63,0.9,0.9,0.5745,0.5745,5,"[16, 16, 64, 16, 16]",linear,adam
91,colors_equate_3_132,colors,7,CH-controlled,TS-controlled,Congruent,63,0.7,0.7,0.6837,0.6837,5,"[32, 32, 64, 128, 128]",linear,adadelta
92,colors_equate_3_133,colors,7,CH-controlled,TS-controlled,Congruent,63,1.0,1.0,0.5428,0.5428,2,"[128, 16]",linear,adagrad
93,colors_equate_3_134,colors,7,CH-controlled,TS-controlled,Congruent,63,1.0,1.0,0.0129,0.0129,5,"[64, 16, 64, 128, 128]",linear,adagrad
94,colors_equate_3_135,colors,7,CH-controlled,TS-controlled,Congruent,63,0.7,0.7,24.5032,24.5032,2,"[32, 128]",softplus,adam
95,colors_equate_3_136,colors,7,CH-controlled,TS-controlled,Congruent,63,1.0,1.0,0.0057,0.0057,5,"[64, 16, 64, 16, 128]",linear,adam
96,colors_equate_3_137,colors,7,CH-controlled,TS-controlled,Congruent,63,0.7,0.7,1.1906,1.1906,2,"[64, 128]",hard_sigmoid,nadam
97,colors_equate_3_138,colors,7,CH-controlled,TS-controlled,Congruent,63,1.0,1.0,0.2857,0.2857,4,"[128, 128, 64, 128]",relu,nadam
98,colors_equate_3_139,colors,7,CH-controlled,TS-controlled,Congruent,63,1.0,1.0,0.3428,0.3428,5,"[32, 64, 32, 16, 32]",linear,adagrad
99,colors_equate_3_140,colors,7,CH-controlled,TS-controlled,Congruent,63,0.7,0.7,1.2132,1.2132,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
100,colors_equate_3_121,colors,7,CH-controlled,TS-controlled,Incongruent,63,1.0,1.0,0.0045,0.0045,2,"[128, 128]",linear,adam
101,colors_equate_3_122,colors,7,CH-controlled,TS-controlled,Incongruent,63,1.0,1.0,0.5789,0.5789,3,"[16, 16, 32]",relu,adagrad
102,colors_equate_3_123,colors,7,CH-controlled,TS-controlled,Incongruent,63,0.9,0.9,0.6388,0.6388,5,"[32, 16, 64, 128, 128]",relu,adagrad
103,colors_equate_3_124,colors,7,CH-controlled,TS-controlled,Incongruent,63,1.0,1.0,0.5001,0.5001,4,"[16, 128, 64, 128]",linear,nadam
104,colors_equate_3_125,colors,7,CH-controlled,TS-controlled,Incongruent,63,1.0,1.0,0.0138,0.0138,5,"[128, 16, 16, 128, 128]",linear,adam
105,colors_equate_3_126,colors,7,CH-controlled,TS-controlled,Incongruent,63,0.85,0.85,0.6535,0.6535,3,"[16, 32, 32]",relu,adagrad
106,colors_equate_3_127,colors,7,CH-controlled,TS-controlled,Incongruent,63,1.0,1.0,0.0024,0.0024,5,"[32, 32, 64, 128, 128]",elu,adam
107,colors_equate_3_128,colors,7,CH-controlled,TS-controlled,Incongruent,63,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
108,colors_equate_3_129,colors,7,CH-controlled,TS-controlled,Incongruent,63,1.0,1.0,0.5184,0.5184,3,"[16, 16, 64]",relu,adagrad
109,colors_equate_3_130,colors,7,CH-controlled,TS-controlled,Incongruent,63,1.0,1.0,0.0288,0.0288,5,"[32, 32, 16, 128, 128]",linear,adam
110,colors_equate_3_131,colors,7,CH-controlled,TS-controlled,Incongruent,63,1.0,1.0,0.5428,0.5428,5,"[16, 16, 64, 16, 16]",linear,adam
111,colors_equate_3_132,colors,7,CH-controlled,TS-controlled,Incongruent,63,0.7,0.7,0.6791,0.6791,5,"[32, 32, 64, 128, 128]",linear,adadelta
112,colors_equate_3_133,colors,7,CH-controlled,TS-controlled,Incongruent,63,1.0,1.0,0.5242,0.5242,2,"[128, 16]",linear,adagrad
113,colors_equate_3_134,colors,7,CH-controlled,TS-controlled,Incongruent,63,1.0,1.0,0.0072,0.0072,5,"[64, 16, 64, 128, 128]",linear,adagrad
114,colors_equate_3_135,colors,7,CH-controlled,TS-controlled,Incongruent,63,0.5,0.5,27.3431,27.3431,2,"[32, 128]",softplus,adam
115,colors_equate_3_136,colors,7,CH-controlled,TS-controlled,Incongruent,63,1.0,1.0,0.0074,0.0074,5,"[64, 16, 64, 16, 128]",linear,adam
116,colors_equate_3_137,colors,7,CH-controlled,TS-controlled,Incongruent,63,0.5,0.5,1.971,1.971,2,"[64, 128]",hard_sigmoid,nadam
117,colors_equate_3_138,colors,7,CH-controlled,TS-controlled,Incongruent,63,1.0,1.0,0.2734,0.2734,4,"[128, 128, 64, 128]",relu,nadam
118,colors_equate_3_139,colors,7,CH-controlled,TS-controlled,Incongruent,63,1.0,1.0,0.3344,0.3344,5,"[32, 64, 32, 16, 32]",linear,adagrad
119,colors_equate_3_140,colors,7,CH-controlled,TS-controlled,Incongruent,63,0.5,0.5,1.988,1.988,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
120,colors_equate_3_121,colors,7,CH-controlled,TS-controlled,Congruent,71,1.0,1.0,0.0156,0.0156,2,"[128, 128]",linear,adam
121,colors_equate_3_122,colors,7,CH-controlled,TS-controlled,Congruent,71,0.75,0.75,0.6101,0.6101,3,"[16, 16, 32]",relu,adagrad
122,colors_equate_3_123,colors,7,CH-controlled,TS-controlled,Congruent,71,0.75,0.75,0.6547,0.6547,5,"[32, 16, 64, 128, 128]",relu,adagrad
123,colors_equate_3_124,colors,7,CH-controlled,TS-controlled,Congruent,71,1.0,1.0,0.6791,0.6791,4,"[16, 128, 64, 128]",linear,nadam
124,colors_equate_3_125,colors,7,CH-controlled,TS-controlled,Congruent,71,1.0,1.0,0.0251,0.0251,5,"[128, 16, 16, 128, 128]",linear,adam
125,colors_equate_3_126,colors,7,CH-controlled,TS-controlled,Congruent,71,0.85,0.85,0.6644,0.6644,3,"[16, 32, 32]",relu,adagrad
126,colors_equate_3_127,colors,7,CH-controlled,TS-controlled,Congruent,71,1.0,1.0,0.0037,0.0037,5,"[32, 32, 64, 128, 128]",elu,adam
127,colors_equate_3_128,colors,7,CH-controlled,TS-controlled,Congruent,71,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
128,colors_equate_3_129,colors,7,CH-controlled,TS-controlled,Congruent,71,0.95,0.95,0.5443,0.5443,3,"[16, 16, 64]",relu,adagrad
129,colors_equate_3_130,colors,7,CH-controlled,TS-controlled,Congruent,71,1.0,1.0,0.0423,0.0423,5,"[32, 32, 16, 128, 128]",linear,adam
130,colors_equate_3_131,colors,7,CH-controlled,TS-controlled,Congruent,71,0.9,0.9,0.5568,0.5568,5,"[16, 16, 64, 16, 16]",linear,adam
131,colors_equate_3_132,colors,7,CH-controlled,TS-controlled,Congruent,71,0.6,0.6,0.6873,0.6873,5,"[32, 32, 64, 128, 128]",linear,adadelta
132,colors_equate_3_133,colors,7,CH-controlled,TS-controlled,Congruent,71,1.0,1.0,0.5482,0.5482,2,"[128, 16]",linear,adagrad
133,colors_equate_3_134,colors,7,CH-controlled,TS-controlled,Congruent,71,1.0,1.0,0.0165,0.0165,5,"[64, 16, 64, 128, 128]",linear,adagrad
134,colors_equate_3_135,colors,7,CH-controlled,TS-controlled,Congruent,71,0.4,0.4,28.7563,28.7563,2,"[32, 128]",softplus,adam
135,colors_equate_3_136,colors,7,CH-controlled,TS-controlled,Congruent,71,1.0,1.0,0.0105,0.0105,5,"[64, 16, 64, 16, 128]",linear,adam
136,colors_equate_3_137,colors,7,CH-controlled,TS-controlled,Congruent,71,0.4,0.4,2.3612,2.3612,2,"[64, 128]",hard_sigmoid,nadam
137,colors_equate_3_138,colors,7,CH-controlled,TS-controlled,Congruent,71,1.0,1.0,0.313,0.313,4,"[128, 128, 64, 128]",relu,nadam
138,colors_equate_3_139,colors,7,CH-controlled,TS-controlled,Congruent,71,1.0,1.0,0.3516,0.3516,5,"[32, 64, 32, 16, 32]",linear,adagrad
139,colors_equate_3_140,colors,7,CH-controlled,TS-controlled,Congruent,71,0.4,0.4,2.3754,2.3754,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
140,colors_equate_3_121,colors,7,CH-controlled,TS-controlled,Incongruent,71,1.0,1.0,0.0096,0.0096,2,"[128, 128]",linear,adam
141,colors_equate_3_122,colors,7,CH-controlled,TS-controlled,Incongruent,71,0.9,0.9,0.5805,0.5805,3,"[16, 16, 32]",relu,adagrad
142,colors_equate_3_123,colors,7,CH-controlled,TS-controlled,Incongruent,71,0.8,0.8,0.6479,0.6479,5,"[32, 16, 64, 128, 128]",relu,adagrad
143,colors_equate_3_124,colors,7,CH-controlled,TS-controlled,Incongruent,71,1.0,1.0,0.4876,0.4876,4,"[16, 128, 64, 128]",linear,nadam
144,colors_equate_3_125,colors,7,CH-controlled,TS-controlled,Incongruent,71,1.0,1.0,0.0216,0.0216,5,"[128, 16, 16, 128, 128]",linear,adam
145,colors_equate_3_126,colors,7,CH-controlled,TS-controlled,Incongruent,71,0.95,0.95,0.6484,0.6484,3,"[16, 32, 32]",relu,adagrad
146,colors_equate_3_127,colors,7,CH-controlled,TS-controlled,Incongruent,71,1.0,1.0,0.0033,0.0033,5,"[32, 32, 64, 128, 128]",elu,adam
147,colors_equate_3_128,colors,7,CH-controlled,TS-controlled,Incongruent,71,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
148,colors_equate_3_129,colors,7,CH-controlled,TS-controlled,Incongruent,71,1.0,1.0,0.5274,0.5274,3,"[16, 16, 64]",relu,adagrad
149,colors_equate_3_130,colors,7,CH-controlled,TS-controlled,Incongruent,71,1.0,1.0,0.0317,0.0317,5,"[32, 32, 16, 128, 128]",linear,adam
150,colors_equate_3_131,colors,7,CH-controlled,TS-controlled,Incongruent,71,0.9,0.9,0.5628,0.5628,5,"[16, 16, 64, 16, 16]",linear,adam
151,colors_equate_3_132,colors,7,CH-controlled,TS-controlled,Incongruent,71,0.5,0.5,0.6934,0.6934,5,"[32, 32, 64, 128, 128]",linear,adadelta
152,colors_equate_3_133,colors,7,CH-controlled,TS-controlled,Incongruent,71,1.0,1.0,0.5311,0.5311,2,"[128, 16]",linear,adagrad
153,colors_equate_3_134,colors,7,CH-controlled,TS-controlled,Incongruent,71,1.0,1.0,0.0119,0.0119,5,"[64, 16, 64, 128, 128]",linear,adagrad
154,colors_equate_3_135,colors,7,CH-controlled,TS-controlled,Incongruent,71,0.6,0.6,25.9205,25.9205,2,"[32, 128]",softplus,adam
155,colors_equate_3_136,colors,7,CH-controlled,TS-controlled,Incongruent,71,1.0,1.0,0.0089,0.0089,5,"[64, 16, 64, 16, 128]",linear,adam
156,colors_equate_3_137,colors,7,CH-controlled,TS-controlled,Incongruent,71,0.6,0.6,1.5808,1.5808,2,"[64, 128]",hard_sigmoid,nadam
157,colors_equate_3_138,colors,7,CH-controlled,TS-controlled,Incongruent,71,1.0,1.0,0.2806,0.2806,4,"[128, 128, 64, 128]",relu,nadam
158,colors_equate_3_139,colors,7,CH-controlled,TS-controlled,Incongruent,71,1.0,1.0,0.3381,0.3381,5,"[32, 64, 32, 16, 32]",linear,adagrad
159,colors_equate_3_140,colors,7,CH-controlled,TS-controlled,Incongruent,71,0.6,0.6,1.6006,1.6006,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
160,colors_equate_3_121,colors,7,CH-controlled,TS-controlled,Congruent,75,1.0,1.0,0.0071,0.0071,2,"[128, 128]",linear,adam
161,colors_equate_3_122,colors,7,CH-controlled,TS-controlled,Congruent,75,0.9,0.9,0.5754,0.5754,3,"[16, 16, 32]",relu,adagrad
162,colors_equate_3_123,colors,7,CH-controlled,TS-controlled,Congruent,75,0.75,0.75,0.638,0.638,5,"[32, 16, 64, 128, 128]",relu,adagrad
163,colors_equate_3_124,colors,7,CH-controlled,TS-controlled,Congruent,75,1.0,1.0,0.5426,0.5426,4,"[16, 128, 64, 128]",linear,nadam
164,colors_equate_3_125,colors,7,CH-controlled,TS-controlled,Congruent,75,1.0,1.0,0.0157,0.0157,5,"[128, 16, 16, 128, 128]",linear,adam
165,colors_equate_3_126,colors,7,CH-controlled,TS-controlled,Congruent,75,0.95,0.95,0.6456,0.6456,3,"[16, 32, 32]",relu,adagrad
166,colors_equate_3_127,colors,7,CH-controlled,TS-controlled,Congruent,75,1.0,1.0,0.002,0.002,5,"[32, 32, 64, 128, 128]",elu,adam
167,colors_equate_3_128,colors,7,CH-controlled,TS-controlled,Congruent,75,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
168,colors_equate_3_129,colors,7,CH-controlled,TS-controlled,Congruent,75,1.0,1.0,0.5318,0.5318,3,"[16, 16, 64]",relu,adagrad
169,colors_equate_3_130,colors,7,CH-controlled,TS-controlled,Congruent,75,1.0,1.0,0.0315,0.0315,5,"[32, 32, 16, 128, 128]",linear,adam
170,colors_equate_3_131,colors,7,CH-controlled,TS-controlled,Congruent,75,1.0,1.0,0.5588,0.5588,5,"[16, 16, 64, 16, 16]",linear,adam
171,colors_equate_3_132,colors,7,CH-controlled,TS-controlled,Congruent,75,0.7,0.7,0.6811,0.6811,5,"[32, 32, 64, 128, 128]",linear,adadelta
172,colors_equate_3_133,colors,7,CH-controlled,TS-controlled,Congruent,75,1.0,1.0,0.5278,0.5278,2,"[128, 16]",linear,adagrad
173,colors_equate_3_134,colors,7,CH-controlled,TS-controlled,Congruent,75,1.0,1.0,0.0093,0.0093,5,"[64, 16, 64, 128, 128]",linear,adagrad
174,colors_equate_3_135,colors,7,CH-controlled,TS-controlled,Congruent,75,0.65,0.65,25.2152,25.2152,2,"[32, 128]",softplus,adam
175,colors_equate_3_136,colors,7,CH-controlled,TS-controlled,Congruent,75,1.0,1.0,0.0044,0.0044,5,"[64, 16, 64, 16, 128]",linear,adam
176,colors_equate_3_137,colors,7,CH-controlled,TS-controlled,Congruent,75,0.65,0.65,1.3857,1.3857,2,"[64, 128]",hard_sigmoid,nadam
177,colors_equate_3_138,colors,7,CH-controlled,TS-controlled,Congruent,75,1.0,1.0,0.2652,0.2652,4,"[128, 128, 64, 128]",relu,nadam
178,colors_equate_3_139,colors,7,CH-controlled,TS-controlled,Congruent,75,1.0,1.0,0.3281,0.3281,5,"[32, 64, 32, 16, 32]",linear,adagrad
179,colors_equate_3_140,colors,7,CH-controlled,TS-controlled,Congruent,75,0.65,0.65,1.4069,1.4069,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
180,colors_equate_3_121,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.0052,0.0052,2,"[128, 128]",linear,adam
181,colors_equate_3_122,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.5438,0.5438,3,"[16, 16, 32]",relu,adagrad
182,colors_equate_3_123,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.6093,0.6093,5,"[32, 16, 64, 128, 128]",relu,adagrad
183,colors_equate_3_124,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.5014,0.5014,4,"[16, 128, 64, 128]",linear,nadam
184,colors_equate_3_125,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.0136,0.0136,5,"[128, 16, 16, 128, 128]",linear,adam
185,colors_equate_3_126,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.6315,0.6315,3,"[16, 32, 32]",relu,adagrad
186,colors_equate_3_127,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.0019,0.0019,5,"[32, 32, 64, 128, 128]",elu,adam
187,colors_equate_3_128,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
188,colors_equate_3_129,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.5027,0.5027,3,"[16, 16, 64]",relu,adagrad
189,colors_equate_3_130,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.0229,0.0229,5,"[32, 32, 16, 128, 128]",linear,adam
190,colors_equate_3_131,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.5268,0.5268,5,"[16, 16, 64, 16, 16]",linear,adam
191,colors_equate_3_132,colors,7,CH-controlled,TS-controlled,Incongruent,75,0.7,0.7,0.6807,0.6807,5,"[32, 32, 64, 128, 128]",linear,adadelta
192,colors_equate_3_133,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.5078,0.5078,2,"[128, 16]",linear,adagrad
193,colors_equate_3_134,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.0046,0.0046,5,"[64, 16, 64, 128, 128]",linear,adagrad
194,colors_equate_3_135,colors,7,CH-controlled,TS-controlled,Incongruent,75,0.65,0.65,25.2181,25.2181,2,"[32, 128]",softplus,adam
195,colors_equate_3_136,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.003,0.003,5,"[64, 16, 64, 16, 128]",linear,adam
196,colors_equate_3_137,colors,7,CH-controlled,TS-controlled,Incongruent,75,0.65,0.65,1.3857,1.3857,2,"[64, 128]",hard_sigmoid,nadam
197,colors_equate_3_138,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.2356,0.2356,4,"[128, 128, 64, 128]",relu,nadam
198,colors_equate_3_139,colors,7,CH-controlled,TS-controlled,Incongruent,75,1.0,1.0,0.3095,0.3095,5,"[32, 64, 32, 16, 32]",linear,adagrad
199,colors_equate_3_140,colors,7,CH-controlled,TS-controlled,Incongruent,75,0.65,0.65,1.4069,1.4069,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
200,colors_equate_3_121,colors,7,CH-controlled,TS-controlled,Congruent,86,1.0,1.0,0.0062,0.0062,2,"[128, 128]",linear,adam
201,colors_equate_3_122,colors,7,CH-controlled,TS-controlled,Congruent,86,1.0,1.0,0.5765,0.5765,3,"[16, 16, 32]",relu,adagrad
202,colors_equate_3_123,colors,7,CH-controlled,TS-controlled,Congruent,86,0.95,0.95,0.6267,0.6267,5,"[32, 16, 64, 128, 128]",relu,adagrad
203,colors_equate_3_124,colors,7,CH-controlled,TS-controlled,Congruent,86,1.0,1.0,0.6816,0.6816,4,"[16, 128, 64, 128]",linear,nadam
204,colors_equate_3_125,colors,7,CH-controlled,TS-controlled,Congruent,86,1.0,1.0,0.0176,0.0176,5,"[128, 16, 16, 128, 128]",linear,adam
205,colors_equate_3_126,colors,7,CH-controlled,TS-controlled,Congruent,86,0.95,0.95,0.6469,0.6469,3,"[16, 32, 32]",relu,adagrad
206,colors_equate_3_127,colors,7,CH-controlled,TS-controlled,Congruent,86,1.0,1.0,0.0027,0.0027,5,"[32, 32, 64, 128, 128]",elu,adam
207,colors_equate_3_128,colors,7,CH-controlled,TS-controlled,Congruent,86,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
208,colors_equate_3_129,colors,7,CH-controlled,TS-controlled,Congruent,86,1.0,1.0,0.5027,0.5027,3,"[16, 16, 64]",relu,adagrad
209,colors_equate_3_130,colors,7,CH-controlled,TS-controlled,Congruent,86,1.0,1.0,0.0374,0.0374,5,"[32, 32, 16, 128, 128]",linear,adam
210,colors_equate_3_131,colors,7,CH-controlled,TS-controlled,Congruent,86,1.0,1.0,0.5448,0.5448,5,"[16, 16, 64, 16, 16]",linear,adam
211,colors_equate_3_132,colors,7,CH-controlled,TS-controlled,Congruent,86,0.55,0.55,0.6949,0.6949,5,"[32, 32, 64, 128, 128]",linear,adadelta
212,colors_equate_3_133,colors,7,CH-controlled,TS-controlled,Congruent,86,1.0,1.0,0.5409,0.5409,2,"[128, 16]",linear,adagrad
213,colors_equate_3_134,colors,7,CH-controlled,TS-controlled,Congruent,86,1.0,1.0,0.0066,0.0066,5,"[64, 16, 64, 128, 128]",linear,adagrad
214,colors_equate_3_135,colors,7,CH-controlled,TS-controlled,Congruent,86,0.45,0.45,28.0503,28.0503,2,"[32, 128]",softplus,adam
215,colors_equate_3_136,colors,7,CH-controlled,TS-controlled,Congruent,86,1.0,1.0,0.006,0.006,5,"[64, 16, 64, 16, 128]",linear,adam
216,colors_equate_3_137,colors,7,CH-controlled,TS-controlled,Congruent,86,0.45,0.45,2.1661,2.1661,2,"[64, 128]",hard_sigmoid,nadam
217,colors_equate_3_138,colors,7,CH-controlled,TS-controlled,Congruent,86,1.0,1.0,0.2846,0.2846,4,"[128, 128, 64, 128]",relu,nadam
218,colors_equate_3_139,colors,7,CH-controlled,TS-controlled,Congruent,86,1.0,1.0,0.3522,0.3522,5,"[32, 64, 32, 16, 32]",linear,adagrad
219,colors_equate_3_140,colors,7,CH-controlled,TS-controlled,Congruent,86,0.45,0.45,2.1817,2.1817,5,"[128, 64, 64, 128, 128]",hard_sigmoid,adam
220,colors_equate_3_121,colors,7,CH-controlled,TS-controlled,Incongruent,86,1.0,1.0,0.011,0.011,2,"[128, 128]",linear,adam
221,colors_equate_3_122,colors,7,CH-controlled,TS-controlled,Incongruent,86,1.0,1.0,0.5844,0.5844,3,"[16, 16, 32]",relu,adagrad
222,colors_equate_3_123,colors,7,CH-controlled,TS-controlled,Incongruent,86,0.95,0.95,0.6391,0.6391,5,"[32, 16, 64, 128, 128]",relu,adagrad
223,colors_equate_3_124,colors,7,CH-controlled,TS-controlled,Incongruent,86,1.0,1.0,0.6536,0.6536,4,"[16, 128, 64, 128]",linear,nadam
224,colors_equate_3_125,colors,7,CH-controlled,TS-controlled,Incongruent,86,1.0,1.0,0.0175,0.0175,5,"[128, 16, 16, 128, 128]",linear,adam
225,colors_equate_3_126,colors,7,CH-controlled,TS-controlled,Incongruent,86,0.95,0.95,0.6531,0.6531,3,"[16, 32, 32]",relu,adagrad
226,colors_equate_3_127,colors,7,CH-controlled,TS-controlled,Incongruent,86,1.0,1.0,0.0026,0.0026,5,"[32, 32, 64, 128, 128]",elu,adam
227,colors_equate_3_128,colors,7,CH-controlled,TS-controlled,Incongruent,86,1.0,1.0,0.0,0.0,5,"[32, 16, 64, 128, 64]",linear,rmsprop
228,colors_equate_3_129,colors,7,CH-controlled,TS-controlled,Incongruent,86,1.0,1.0,0.524,0.524,3,"[16, 16, 64]",relu,adagrad
229,colors_equate_3_130,colors,7,CH-controlled,TS-controlled,Incongruent,86,1.0,1.0,0.0381,0.0381,5,"[32, 32, 16, 128, 128]",linear,adam
230,colors_equate_3_131,colors,7,CH-controlled,TS-controlled,Incongruent,86,0.95,0.95,0.5546,0.5546,5,"[16, 16, 64, 16, 16]",linear,adam
